1.9294117647, 0.2039652360
1.9450980392, 0.1974540393
1.9607843137, 0.1912128721
1.9764705882, 0.1852395821
1.9921568627, 0.1795318080
2.0078431373, 0.1740869832
2.0235294118, 0.1689023397
2.0392156863, 0.1639749123
2.0549019608, 0.1593015431
2.0705882353, 0.1548788855
2.0862745098, 0.1507034093
2.1019607843, 0.1467714051
2.1176470588, 0.1430789893
2.1333333333, 0.1396221092
2.1490196078, 0.1363965480
2.1647058824, 0.1333979305
2.1803921569, 0.1306217280
2.1960784314, 0.1280632640
2.2117647059, 0.1257177202
2.2274509804, 0.1235801418
2.2431372549, 0.1216454436
2.2588235294, 0.1199084158
2.2745098039, 0.1183637302
2.2901960784, 0.1170059462
2.3058823529, 0.1158295172
2.3215686275, 0.1148287965
2.3372549020, 0.1139980438
2.3529411765, 0.1133314318
2.3686274510, 0.1128230524
2.3843137255, 0.1124669232
2.4000000000, 0.1122569941
2.4156862745, 0.1121871538
2.4313725490, 0.1122512364
2.4470588235, 0.1124430278
2.4627450980, 0.1127562729
2.4784313725, 0.1131846813
2.4941176471, 0.1137219350
2.5098039216, 0.1143616939
2.5254901961, 0.1150976033
2.5411764706, 0.1159232998
2.5568627451, 0.1168324184
2.5725490196, 0.1178185987
2.5882352941, 0.1188754913
2.6039215686, 0.1199967645
2.6196078431, 0.1211761106
2.6352941176, 0.1224072521
2.6509803922, 0.1236839479
2.6666666667, 0.1250000000
2.6823529412, 0.1263492589
2.6980392157, 0.1277256301
2.7137254902, 0.1291230800
2.7294117647, 0.1305356415
2.7450980392, 0.1319574202
2.7607843137, 0.1333825995
2.7764705882, 0.1348054467
2.7921568627, 0.1362203180
2.8078431373, 0.1376216641
2.8235294118, 0.1390040352
2.8392156863, 0.1403620862
2.8549019608, 0.1416905814
2.8705882353, 0.1429843996
2.8862745098, 0.1442385386
2.9019607843, 0.1454481196
2.9176470588, 0.1466083917
2.9333333333, 0.1477147359
2.9490196078, 0.1487626694
2.9647058824, 0.1497478494
2.9803921569, 0.1506660765
2.9960784314, 0.1515132988
3.0117647059, 0.1522856145
3.0274509804, 0.1529792760
3.0431372549, 0.1535906921
3.0588235294, 0.1541164313
3.0745098039, 0.1545532243
3.0901960784, 0.1548979666
3.1058823529, 0.1551477204
3.1215686275, 0.1552997171
3.1372549020, 0.1553513590
3.1529411765, 0.1553002211
3.1686274510, 0.1551440524
3.1843137255, 0.1548807774
3.2000000000, 0.1545084972
3.2156862745, 0.1540254904
3.2313725490, 0.1534302138
3.2470588235, 0.1527213029
3.2627450980, 0.1518975723
3.2784313725, 0.1509580158
3.2941176471, 0.1499018064
3.3098039216, 0.1487282958
3.3254901961, 0.1474370142
3.3411764706, 0.1460276696
3.3568627451, 0.1445001469
3.3725490196, 0.1428545069
3.3882352941, 0.1410909850
3.4039215686, 0.1392099897
3.4196078431, 0.1372121014
3.4352941176, 0.1350980700
3.4509803922, 0.1328688136
3.4666666667, 0.1305254156
3.4823529412, 0.1280691230
3.4980392157, 0.1255013436
3.5137254902, 0.1228236433
3.5294117647, 0.1200377432
3.5450980392, 0.1171455168
3.5607843137, 0.1141489866
3.5764705882, 0.1110503209
3.5921568627, 0.1078518302
3.6078431373, 0.1045559635
3.6235294118, 0.1011653046
3.6392156863, 0.0976825681
3.6549019608, 0.0941105955
3.6705882353, 0.0904523506
3.6862745098, 0.0867109154
3.7019607843, 0.0828894857
3.7176470588, 0.0789913662
3.7333333333, 0.0750199661
3.7490196078, 0.0709787940
3.7647058824, 0.0668714534
3.7803921569, 0.0627016369
3.7960784314, 0.0584731220
3.8117647059, 0.0541897651
3.8274509804, 0.0498554967
3.8431372549, 0.0454743158
3.8588235294, 0.0410502843
3.8745098039, 0.0365875221
3.8901960784, 0.0320902006
3.9058823529, 0.0275625379
3.9215686275, 0.0230087925
3.9372549020, 0.0184332581
3.9529411765, 0.0138402574
3.9686274510, 0.0092341364
3.9843137255, 0.0046192588
4.0000000000, 0.0000000000
