0.0000000000, 1.7500000000
0.0156862745, 1.7497770825
0.0313725490, 1.7491084724
0.0470588235, 1.7479945965
0.0627450980, 1.7464361661
0.0784313725, 1.7444341759
0.0941176471, 1.7419899035
0.1098039216, 1.7391049084
0.1254901961, 1.7357810304
0.1411764706, 1.7320203884
0.1568627451, 1.7278253787
0.1725490196, 1.7231986726
0.1882352941, 1.7181432147
0.2039215686, 1.7126622204
0.2196078431, 1.7067591728
0.2352941176, 1.7004378207
0.2509803922, 1.6937021747
0.2666666667, 1.6865565045
0.2823529412, 1.6790053349
0.2980392157, 1.6710534427
0.3137254902, 1.6627058525
0.3294117647, 1.6539678322
0.3450980392, 1.6448448896
0.3607843137, 1.6353427671
0.3764705882, 1.6254674373
0.3921568627, 1.6152250985
0.4078431373, 1.6046221690
0.4235294118, 1.5936652823
0.4392156863, 1.5823612817
0.4549019608, 1.5707172145
0.4705882353, 1.5587403266
0.4862745098, 1.5464380565
0.5019607843, 1.5338180291
0.5176470588, 1.5208880498
0.5333333333, 1.5076560979
0.5490196078, 1.4941303206
0.5647058824, 1.4803190259
0.5803921569, 1.4662306764
0.5960784314, 1.4518738819
0.6117647059, 1.4372573932
0.6274509804, 1.4223900945
0.6431372549, 1.4072809965
0.6588235294, 1.3919392290
0.6745098039, 1.3763740340
0.6901960784, 1.3605947580
0.7058823529, 1.3446108445
0.7215686275, 1.3284318265
0.7372549020, 1.3120673194
0.7529411765, 1.2955270125
0.7686274510, 1.2788206621
0.7843137255, 1.2619580833
0.8000000000, 1.2449491424
0.8156862745, 1.2278037494
0.8313725490, 1.2105318497
0.8470588235, 1.1931434165
0.8627450980, 1.1756484432
0.8784313725, 1.1580569354
0.8941176471, 1.1403789029
0.9098039216, 1.1226243523
0.9254901961, 1.1048032791
0.9411764706, 1.0869256598
0.9568627451, 1.0690014444
0.9725490196, 1.0510405487
0.9882352941, 1.0330528467
1.0039215686, 1.0150481628
1.0196078431, 0.9970362648
1.0352941176, 0.9790268561
1.0509803922, 0.9610295685
1.0666666667, 0.9430539548
1.0823529412, 0.9251094820
1.0980392157, 0.9072055236
1.1137254902, 0.8893513533
1.1294117647, 0.8715561378
1.1450980392, 0.8538289297
1.1607843137, 0.8361786617
1.1764705882, 0.8186141394
1.1921568627, 0.8011440348
1.2078431373, 0.7837768810
1.2235294118, 0.7665210649
1.2392156863, 0.7493848220
1.2549019608, 0.7323762304
1.2705882353, 0.7155032050
1.2862745098, 0.6987734922
1.3019607843, 0.6821946644
1.3176470588, 0.6657741149
1.3333333333, 0.6495190528
1.3490196078, 0.6334364986
1.3647058824, 0.6175332789
1.3803921569, 0.6018160225
1.3960784314, 0.5862911557
1.4117647059, 0.5709648986
1.4274509804, 0.5558432613
1.4431372549, 0.5409320395
1.4588235294, 0.5262368118
1.4745098039, 0.5117629362
1.4901960784, 0.4975155469
1.5058823529, 0.4834995513
1.5215686275, 0.4697196279
1.5372549020, 0.4561802232
1.5529411765, 0.4428855500
1.5686274510, 0.4298395851
1.5843137255, 0.4170460676
1.6000000000, 0.4045084972
1.6156862745, 0.3922301330
1.6313725490, 0.3802139925
1.6470588235, 0.3684628501
1.6627450980, 0.3569792371
1.6784313725, 0.3457654408
1.6941176471, 0.3348235044
1.7098039216, 0.3241552267
1.7254901961, 0.3137621626
1.7411764706, 0.3036456235
1.7568627451, 0.2938066777
1.7725490196, 0.2842461511
1.7882352941, 0.2749646288
1.8039215686, 0.2659624557
1.8196078431, 0.2572397385
1.8352941176, 0.2487963470
1.8509803922, 0.2406319163
1.8666666667, 0.2327458484
1.8823529412, 0.2251373151
1.8980392157, 0.2178052601
1.9137254902, 0.2107484017
